,Unnamed: 0,Age,Weight (kg),Height (cm),Gender,BMI,BMR,Allergies,activity_level,Fitness Goals,calories_intake_per_day,carbs_intake_per_day,protein_intake_per_day,Work Out Level
25,25,18,52.08985656367267,161.17356989197305,Male,20.052360827286517,1457.4957702951017,Shellfish,1.9,Healthy Lifestyle,2769.241963560693,380.7707699895953,103.84657363352598,Advanced
26,26,37,77.97171161458864,144.04646331296556,Female,37.577844790046,1454.6433606436683,No Allergy,1.9,Lose Weight,2072.8667889172275,380.0255779681585,103.6433394458614,Intermediate
27,27,26,48.16294138958281,187.3160952773982,Female,13.726594680733363,1360.6809821988518,Peanuts,1.9,Muscle Gain,2843.8232527956006,355.4779065994501,96.94851998166818,Intermediate
28,28,25,65.94245066775517,147.10428052257112,Male,30.47294744069501,1535.821453823735,Peanuts,1.6,Lose Weight,1842.9857445884822,337.8807198412218,92.1492872294241,Advanced
29,29,51,90.65009181419452,192.52201270841303,Male,24.45724091880538,1937.1874190224385,Dairy,1.2,Healthy Lifestyle,2324.6249028269262,319.6359241387024,87.17343385600974,Advanced
30,30,52,95.12969300325054,163.78694725005076,Male,35.461534003110565,1853.6240570175407,Egg,1.6,Lose Weight,2224.3488684210497,407.7972925438592,111.21744342105248,Advanced
31,31,31,54.29061741366764,158.57757357813207,Male,21.5894333611432,1400.7201770923612,No Allergy,1.9,Healthy Lifestyle,2661.368336475486,365.9381462653794,99.80131261783072,Advanced
32,32,56,47.74968885820478,175.9890354090611,Female,15.416980537194602,1191.868404569091,Gluten,1.6,Muscle Gain,2097.6883920416,262.21104900520004,71.51210427414546,Beginner
33,33,25,98.8514672376734,152.75938921950643,Male,42.361106276568975,2003.8424154475224,Dairy,1.4,Lose Weight,2104.034536219898,385.7396649736481,105.20172681099493,Intermediate
34,34,48,98.26845823690051,174.70952876504936,Female,32.19444611239047,1689.691553430742,Gluten,1.6,Lose Weight,2027.6298641168905,371.7321417547633,101.38149320584454,Beginner
35,35,38,56.55945888705135,154.40033406242202,Male,23.72513949278147,1371.3302738753905,Egg,1.4,Healthy Lifestyle,1919.8623834255463,263.9810777210127,71.994839378458,Beginner
36,36,51,65.63922446122992,148.71937182117733,Male,29.677571260116835,1391.907955476927,Dairy,1.2,Lose Weight,1252.7171599292346,229.66481265369305,62.63585799646172,Beginner
37,37,46,81.90043450344527,163.5583011253064,Male,30.61547655732032,1709.3564081430018,Dairy,1.9,Lose Weight,2435.8328816037774,446.5693616273592,121.79164408018886,Intermediate
38,38,39,57.08780446875003,154.88899582239895,Male,23.795904239667767,1375.076607419537,Peanuts,1.6,Healthy Lifestyle,2200.122571871259,302.51685363229814,82.50459644517221,Beginner
39,39,39,96.18660504932186,198.5579950291681,Male,24.397191704657832,2108.450765990742,Dairy,1.2,Healthy Lifestyle,2530.140919188891,347.8943763884725,94.88028446958342,Beginner
40,40,38,75.75574540434567,198.25684046629925,Male,19.273439031758222,1838.9702985797892,Peanuts,1.4,Healthy Lifestyle,2574.558418011705,354.00178247660943,96.54594067543891,Beginner
41,41,41,55.41863472265521,145.0893132987959,Male,26.326005761053207,1294.3320639003334,Shellfish,1.6,Lose Weight,1553.1984766804003,284.7530540580734,77.65992383402,Advanced
42,42,43,91.31176331469447,154.6294701608354,Female,38.1893436153809,1584.804973929248,Shellfish,1.6,Lose Weight,1901.7659687150976,348.6570942644346,95.08829843575488,Beginner
43,43,51,73.37602046023814,169.88157307516016,Male,25.42503775397191,1597.1152152935042,Egg,1.4,Lose Weight,1676.9709760581795,307.4446789439996,83.84854880290897,Beginner
44,44,50,77.82369299680852,188.0090413114027,Male,22.016808547396398,1749.3714043316654,Dairy,1.4,Healthy Lifestyle,2449.1199660643315,336.7539953338456,91.84199872741245,Advanced
45,45,27,96.4981302107456,171.03048312061492,Male,32.9892052765429,2048.64373892919,Egg,1.4,Lose Weight,2151.0759258756493,394.3639197438691,107.55379629378248,Beginner
46,46,27,59.93302862149032,195.815551565872,Female,15.630463769200722,1491.5202944139924,Egg,1.2,Muscle Gain,1968.80678862647,246.1008485783088,67.11841324862965,Beginner
47,47,56,58.67185413010729,150.19049357558382,Male,26.01027379680704,1277.2410084502742,Gluten,1.9,Lose Weight,1820.0684370416407,333.67921345763415,91.00342185208204,Advanced
48,48,26,92.9174242652724,172.3392909524831,Female,31.28445248579012,1728.1275455517668,Peanuts,1.6,Lose Weight,2073.75305466212,380.1880600213888,103.68765273310602,Advanced
49,49,30,68.69553737574729,185.3370317851916,Female,19.99880834115085,1527.0947585840588,Gluten,1.2,Healthy Lifestyle,1832.5137103008703,251.97063516636973,68.71926413628265,Beginner
50,50,58,92.5181747560008,162.55643851819278,Female,35.012143910674794,1555.5684084981008,Peanuts,1.4,Lose Weight,1633.3468289230054,299.4469186358844,81.66734144615027,Intermediate
51,51,53,69.36433728512901,177.92427781303297,Male,21.91118258819804,1570.613635833619,Peanuts,1.9,Healthy Lifestyle,2984.165908083876,410.32281236153295,111.90622155314534,Advanced
52,52,37,59.05382719990072,163.61563763511657,Male,22.05964049613424,1454.6485680079943,Dairy,1.6,Healthy Lifestyle,2327.4377088127912,320.02268496175884,87.27891408047967,Beginner
53,53,34,95.28732823102584,184.11548792611185,Male,28.109589505659983,2055.478562868464,Dairy,1.6,Lose Weight,2466.574275442157,452.20528383106216,123.32871377210785,Intermediate
54,54,19,87.23988732601407,188.2100885392264,Female,24.62800868036092,1755.1050923981754,Dairy,1.2,Healthy Lifestyle,2106.1261108778103,289.5923402456989,78.97972915791789,Beginner
55,55,35,70.01827105916546,149.79665436300718,Female,31.203776260480385,1407.5719877006993,Shellfish,1.6,Lose Weight,1689.0863852408393,309.6658372941539,84.45431926204196,Beginner
56,56,43,61.32723443476755,193.0324819154421,Female,16.458588656860698,1426.5105657923352,Shellfish,1.2,Muscle Gain,1882.9939468458822,235.3742433557353,64.19297546065508,Advanced
57,57,58,61.86178597912738,162.1794721161291,Female,23.519641038701764,1270.9209395647588,Shellfish,1.9,Healthy Lifestyle,2414.749785173042,332.0280954612933,90.55311694398908,Intermediate
58,58,53,90.79000802457344,143.36126578862795,Female,44.17478055166284,1501.7714056164,Dairy,1.6,Lose Weight,1802.12568673968,330.38970923560805,90.106284336984,Beginner
59,59,45,59.71882433154698,179.6946715813325,Female,18.4944257320707,1361.657061152783,Shellfish,1.6,Muscle Gain,2396.5164276288983,299.5645534536123,81.69942366916699,Intermediate
60,60,33,76.33943527242567,194.433755013154,Female,20.19322180785825,1612.969530994871,Gluten,1.4,Healthy Lifestyle,2258.1573433928197,310.4966347165127,84.68090037723071,Beginner
61,61,42,86.97670663349683,160.52717518084768,Male,33.752491166139485,1785.5248524618453,Gluten,1.6,Lose Weight,2142.6298229542144,392.8154675416061,107.13149114771072,Intermediate
62,62,23,85.17764007826001,184.27611024067025,Female,25.083465073165275,1706.528027329267,No Allergy,1.4,Lose Weight,1791.85442869573,328.5066452608839,89.5927214347865,Beginner
63,63,51,75.6509738428233,140.5281752761864,Male,38.30784387942511,1486.7258097227225,Peanuts,1.4,Lose Weight,1561.0621002088587,286.1947183716241,78.05310501044292,Advanced
64,64,39,76.22472511698686,179.91825051320126,Male,23.547533745984087,1751.569326605126,Gluten,1.9,Healthy Lifestyle,3327.9817205497397,457.5974865755892,124.7993145206152,Advanced
65,65,18,98.74910472420407,157.0219074746246,Female,40.05093593059529,1769.2398407411022,Shellfish,1.9,Lose Weight,2521.1667730560707,462.213908393613,126.05833865280351,Advanced
66,66,23,71.73703030072967,167.06566636558398,Male,25.702121936587663,1720.6001278273131,Shellfish,1.4,Lose Weight,1806.6301342186784,331.2155246067577,90.33150671093392,Advanced
67,67,23,99.51897540915404,163.94743243276483,Male,37.02513552814472,2077.830441801276,Gluten,1.4,Lose Weight,2181.721963891339,399.9823600467455,109.08609819456694,Beginner
68,68,56,97.05591447556291,191.6615485692332,Female,26.421168473850965,1696.3565186230146,Dairy,1.6,Lose Weight,2035.627822347618,373.1984340970633,101.78139111738088,Beginner
69,69,37,55.22359000481249,175.44803847141466,Male,17.940213281622302,1460.118571918792,Dairy,1.6,Muscle Gain,2569.8086865770742,321.2260858221343,87.60711431512753,Intermediate
70,70,41,99.7713578427102,164.06088097403554,Male,37.0677140599221,1979.5700488131856,Peanuts,1.4,Lose Weight,2078.548551253845,381.0672343965383,103.92742756269224,Advanced
71,71,51,85.45593813398968,184.5950156012108,Male,25.078543260533337,1829.5596830512704,Egg,1.6,Lose Weight,2195.4716196615245,402.50313027127953,109.77358098307624,Advanced
72,72,52,50.37507398072074,140.94563584724622,Male,25.3578501196931,1144.4309725506507,Gluten,1.2,Lose Weight,1029.9878752955856,188.83111047085737,51.49939376477928,Intermediate
73,73,35,87.75975894154905,160.87782611136876,Female,33.90806783728561,1605.9569962255246,Shellfish,1.2,Lose Weight,1445.3612966029718,264.9829043772116,72.2680648301486,Beginner
74,74,33,66.45394253064899,164.78923918086002,Female,24.471638822618576,1429.7196695632156,Shellfish,1.6,Healthy Lifestyle,2287.551471301145,314.53832730390747,85.78318017379293,Intermediate
75,75,21,53.35924599095582,199.04169017613663,Male,13.468572931073926,1639.199889696115,No Allergy,1.2,Muscle Gain,2163.743854398872,270.467981799859,73.76399503632517,Intermediate
76,76,27,70.48937224606583,172.7677279610296,Female,23.615568181680885,1517.7326463826405,Gluten,1.9,Healthy Lifestyle,2883.6920281270163,396.5076538674648,108.13845105476312,Advanced
77,77,45,49.951448910143874,148.25880679159545,Male,22.725167292182068,1213.5905748420644,Egg,1.6,Healthy Lifestyle,1941.7449197473031,266.9899264652542,72.81543449052387,Intermediate
78,78,33,48.103510226222085,187.8410652586486,Male,13.633133392171953,1446.9129986769522,Peanuts,1.9,Muscle Gain,3024.04816723483,378.00602090435376,103.09255115573283,Advanced
79,79,35,69.722994819599,189.45095398025168,Female,19.4259577626379,1527.6905885276517,Gluten,1.2,Healthy Lifestyle,1833.228706233182,252.0689471070625,68.74607648374432,Advanced
80,80,55,84.26963158337766,187.9271193353957,Female,23.86119455938021,1570.882498952549,Shellfish,1.4,Healthy Lifestyle,2199.2354985335683,302.3948810483657,82.4713311950088,Beginner
81,81,19,79.60705821651112,195.00969973104864,Male,20.933369926440253,1982.846307935902,Egg,1.4,Healthy Lifestyle,2775.984831110263,381.69791427766114,104.09943116663486,Advanced
82,82,31,79.64197679996198,169.91313861729677,Female,27.585960292343863,1576.2032629056337,Peanuts,1.9,Lose Weight,2246.089649640528,411.78310243409686,112.3044824820264,Beginner
83,83,49,55.36472092233344,190.159864341684,Female,15.310712351583406,1336.4958340993542,Shellfish,1.4,Muscle Gain,2058.203584513006,257.27544806412567,70.16603129021608,Beginner
84,84,46,73.31298515276202,164.10349758229574,Female,27.223579544377277,1434.7308092175426,Egg,1.9,Lose Weight,2044.491403134998,374.82342390808304,102.2245701567499,Beginner
85,85,36,46.11019648324911,177.9918706024436,Female,14.55447814304159,1269.5128020069749,Peanuts,1.4,Muscle Gain,1955.0497150907413,244.38121438634263,66.64942210536617,Advanced
86,86,49,97.51607927116105,156.24442189017122,Female,39.945438115082126,1621.1994040361767,Dairy,1.9,Lose Weight,2310.2091507515515,423.5383443044512,115.51045753757758,Beginner
87,87,25,84.37920417838458,197.46620566914936,Male,21.63963158041231,2024.5055193840665,Dairy,1.4,Healthy Lifestyle,2834.307727137693,389.7173124814328,106.28653976766348,Advanced
88,88,37,85.44196842139402,140.96757057349058,Male,42.99647130182091,1699.4824221235972,Peanuts,1.6,Lose Weight,2039.378906548317,373.88613286719146,101.96894532741584,Advanced
89,89,57,45.70601216717071,181.6350708328952,Male,13.853959562936828,1248.7631499306503,Peanuts,1.2,Muscle Gain,1648.3673579084586,206.0459197385573,56.19434174687926,Beginner
90,90,38,73.2576292774811,151.74232871747202,Female,31.81554526980302,1430.564032295596,Shellfish,1.6,Lose Weight,1716.6768387547154,314.7240871050312,85.83384193773576,Beginner
91,91,60,98.18312126323724,152.877015882318,Female,42.00997669966866,1569.305317524576,No Allergy,1.4,Lose Weight,1647.7705834008048,302.0912736234809,82.38852917004023,Beginner
92,92,18,93.43365545220428,172.15894226250606,Male,31.52420687676471,2064.097446010948,Shellfish,1.2,Lose Weight,1857.6877014098525,340.5760785918063,92.88438507049264,Beginner
93,93,52,49.45990255593029,144.00706441681646,Male,23.84985053081244,1146.8622166781004,Dairy,1.9,Healthy Lifestyle,2179.0382116883907,299.61775410715376,81.71393293831464,Intermediate
94,94,38,68.68438611930128,192.3015470091198,Male,18.5734450370915,1715.6558449370457,Dairy,1.2,Healthy Lifestyle,2058.787013924454,283.08321441461254,77.20451302216705,Beginner
95,95,28,69.4310157266699,190.013312223772,Female,19.230273538256945,1557.0428436937625,Shellfish,1.4,Healthy Lifestyle,2179.859981171267,299.73074741104926,81.74474929392251,Advanced
96,96,28,55.19312581547599,165.49409136469782,Male,20.152085872166765,1463.034451009117,Gluten,1.4,Healthy Lifestyle,2048.248231412764,281.63413181925506,76.80930867797863,Beginner
97,97,36,59.46564790775764,184.24443446552328,Male,17.51771270016915,1564.8403260202756,Gluten,1.6,Muscle Gain,2754.1189737956856,344.2648717244607,93.89041956121656,Advanced
98,98,59,75.38395793818107,174.03357015015712,Male,24.889311142131724,1598.524987648416,Egg,1.9,Healthy Lifestyle,3037.1974765319906,417.6146530231487,113.89490536994964,Advanced
99,99,39,94.7888698761848,175.34266486722362,Male,30.83061159366189,1978.3149384290537,Shellfish,1.4,Lose Weight,2077.2306853505065,380.82562564759286,103.86153426752531,Beginner
100,100,45,95.16470615510612,164.26502021651797,Male,35.26839758575271,1896.1264003790268,No Allergy,1.9,Lose Weight,2701.9801205401127,495.3630220990207,135.09900602700563,Advanced
101,101,56,54.27100894824447,168.90993785891166,Female,19.02205755103104,1230.240007231325,Shellfish,1.6,Healthy Lifestyle,1968.3840115701205,270.6528015908916,73.81440043387951,Advanced
102,102,43,63.67663270720446,173.0159741846315,Male,21.271968660135663,1527.6305084904648,Gluten,1.6,Healthy Lifestyle,2444.208813584744,336.0787118679023,91.6578305094279,Beginner
103,103,39,78.65299157991691,186.1451173972612,Male,22.69927297005879,1813.983546585604,Gluten,1.9,Healthy Lifestyle,3446.568738512646,473.90320154548897,129.24632769422425,Advanced
104,104,31,65.10503867080223,145.13950132898208,Male,30.90603897926638,1481.1116699505224,Shellfish,1.2,Lose Weight,1333.0005029554702,244.3834255418362,66.6500251477735,Advanced
105,105,42,85.23877258685306,156.42752406306488,Male,34.83460134191409,1742.567524324719,Peanuts,1.4,Lose Weight,1829.6959005409549,335.4442484325084,91.48479502704774,Beginner
106,106,54,86.87696087133024,140.10304069271876,Female,44.259805189478016,1451.1634772432335,Egg,1.9,Lose Weight,2067.907955071608,379.1164584297948,103.39539775358038,Intermediate
107,107,26,95.89461110910142,193.0738362176889,Female,25.724524197720864,1819.893213528261,No Allergy,1.6,Lose Weight,2183.8718562339127,400.3765069762175,109.19359281169564,Beginner
108,108,20,63.71696578185758,167.8752702829471,Male,22.609014720016937,1634.0716126674092,Peanuts,1.2,Healthy Lifestyle,1960.885935200891,269.62181609012254,73.53322257003342,Advanced
109,109,50,88.58538462071996,169.38826469907045,Female,30.874180391701344,1575.006895625518,Peanuts,1.2,Lose Weight,1417.506206062966,259.8761377782105,70.8753103031483,Advanced
110,110,24,87.58841456592967,176.78032370067584,Female,28.027142115329774,1701.268512315845,No Allergy,1.9,Lose Weight,2424.3076300500798,444.4563988425146,121.21538150250396,Beginner
111,111,31,85.4869473577665,156.5282944826713,Female,34.89105510607784,1588.7854585245825,Shellfish,1.6,Lose Weight,1906.5425502294993,349.5328008754082,95.32712751147496,Beginner
112,112,22,62.864235670428855,156.5193997190096,Male,25.660628681901574,1556.7967645282629,Egg,1.4,Lose Weight,1634.6366027546756,299.6833771716905,81.73183013773378,Beginner
113,113,44,79.53079131292085,192.831610253694,Female,21.38842710134715,1589.8865558365233,Peanuts,1.6,Healthy Lifestyle,2543.8184893384373,349.7750422840352,95.3931933501914,Beginner
114,114,43,52.831658106780665,176.55106665535848,Male,16.949369581943365,1399.305292535606,Egg,1.4,Muscle Gain,2154.930150504833,269.36626881310417,73.4635278581193,Intermediate
115,115,51,88.51507667536839,170.55951295967233,Male,30.427435851426225,1803.1865849133776,Shellfish,1.6,Lose Weight,2163.8239018960535,396.7010486809432,108.19119509480268,Advanced
116,116,51,67.62450638716457,141.65567210530168,Female,33.70048647446934,1290.9360827443352,No Allergy,1.2,Lose Weight,1161.8424744699016,213.0044536528153,58.09212372349508,Advanced
117,117,52,85.10580951074223,178.5087017460835,Male,26.707941976466135,1789.9837896948686,Dairy,1.9,Lose Weight,2550.726900315188,467.63326505778446,127.53634501575938,Beginner
118,118,19,82.66844690444978,173.88743122358647,Female,27.3403075043758,1668.461390456118,Dairy,1.4,Lose Weight,1751.8844599789236,321.1788176628028,87.5942229989462,Advanced
119,119,58,54.56844456592957,143.12319807967577,Female,26.63922038768716,1144.4430745519862,Egg,1.9,Lose Weight,1630.8313812365805,298.98575322670644,81.54156906182901,Advanced
120,120,46,60.66390275307397,156.95176923548354,Male,24.62622910414593,1393.1458457440176,Peanuts,1.9,Healthy Lifestyle,2646.977106913633,363.9593522006246,99.26164150926124,Intermediate
121,121,46,46.35469929679797,166.4092232808722,Male,16.739365072977765,1246.8317690041083,Peanuts,1.2,Muscle Gain,1645.8179350854232,205.72724188567787,56.10742960518487,Advanced
122,122,46,88.56400250957975,181.2615663774565,Male,26.9553998404306,1883.5861986662535,Egg,1.6,Lose Weight,2260.3034383995046,414.3889637065759,113.01517191997524,Beginner
123,123,18,82.25073663131926,166.91085826427243,Male,29.52368856970733,1889.094327460028,Egg,1.4,Lose Weight,1983.5490438330294,363.6506580360554,99.17745219165144,Intermediate
124,124,51,51.57211247620421,165.8171465437049,Male,18.75668334004824,1285.5030771069478,Gluten,1.2,Healthy Lifestyle,1542.6036925283372,212.1080077226464,57.84763846981264,Beginner
125,125,23,65.4955561518114,169.8582753037743,Male,22.700656345593003,1650.3848289486305,Peanuts,1.2,Healthy Lifestyle,1980.4617947383565,272.31349677652406,74.26731730268837,Beginner
126,126,29,54.480948457927056,197.13742646324383,Male,14.018659720719867,1599.672776087956,Gluten,1.9,Muscle Gain,3343.316102023828,417.9145127529785,113.97668529626684,Intermediate
127,127,59,67.18932417012547,197.9039207721428,Female,17.155029771888515,1426.5290271532488,No Allergy,1.2,Muscle Gain,1883.0183158422885,235.37728948028607,64.1938062218962,Beginner
128,128,33,59.61670844665617,166.09732274636917,Male,21.60940104337093,1496.8070949196783,Gluten,1.2,Healthy Lifestyle,1796.1685139036142,246.97317066174696,67.35631927138553,Intermediate
129,129,60,88.16641434196612,167.2317717182033,Female,31.525762320665454,1521.151862203155,Gluten,1.6,Lose Weight,1825.382234643786,334.65340968469405,91.26911173218927,Advanced
130,130,18,72.41647082126798,182.6700560967102,Male,21.702143538893445,1832.97305880064,No Allergy,1.4,Healthy Lifestyle,2566.1622823208954,352.84731381912314,96.23108558703358,Intermediate
131,131,36,52.44488011683733,149.8167064524901,Female,23.365904979534054,1240.8029630302092,Gluten,1.6,Healthy Lifestyle,1985.2847408483349,272.9766518666461,74.44817778181256,Intermediate
132,132,49,90.23436935268448,193.99152929932944,Male,23.97764102150324,1950.024195325396,Gluten,1.4,Healthy Lifestyle,2730.0338734555544,375.3796576001388,102.37627025458328,Intermediate
133,133,45,45.4568446568514,144.11928933219227,Male,21.885428918708445,1133.510817373029,Dairy,1.9,Healthy Lifestyle,2153.670553008756,296.1297010387039,80.76264573782834,Advanced
134,134,38,83.23329252775162,147.55264174393747,Male,38.22989418158205,1695.8175477234445,Shellfish,1.9,Lose Weight,2416.540005505908,443.0323343427499,120.8270002752954,Beginner
135,135,43,77.45861049402302,146.99403242601431,Female,35.84844271203847,1433.0502836940232,Dairy,1.9,Lose Weight,2042.096654263983,374.3843866150636,102.10483271319914,Advanced
136,136,36,73.2075959900557,174.97438481942964,Male,23.911520603513534,1704.454236227219,Egg,1.4,Healthy Lifestyle,2386.2359307181064,328.10744047373964,89.48384740192898,Beginner
137,137,47,49.50016937475503,178.6000731814582,Female,15.518274149610566,1255.1140929245173,Shellfish,1.4,Muscle Gain,1932.875703103757,241.6094628879696,65.89348987853715,Intermediate
138,138,27,60.60209388967981,150.03721577278594,Female,26.92090386393593,1355.88585666196,Egg,1.4,Lose Weight,1423.680149495058,261.00802740742733,71.1840074747529,Beginner
139,139,60,83.44568440149727,141.36845630449676,Male,41.75407333336229,1544.0910557321397,Shellfish,1.2,Lose Weight,1389.6819501589255,254.775024195803,69.48409750794627,Beginner
140,140,21,82.72565396504126,171.960815065345,Female,27.97571655806962,1654.3617272871752,Shellfish,1.9,Lose Weight,2357.4654613842245,432.20200125377454,117.87327306921122,Beginner
141,141,29,50.19571323387443,180.36774279435264,Female,15.429394697794168,1344.9620274505412,No Allergy,1.4,Muscle Gain,2071.241522273833,258.90519028422915,70.6105064411534,Beginner
142,142,59,64.07982357304914,180.96685031236893,Female,19.5669552623235,1345.3044308477042,Dairy,1.2,Healthy Lifestyle,1614.365317017245,221.9752310898712,60.53869938814668,Advanced
143,143,47,99.80913957341622,189.10742367899056,Male,27.90957065678706,2066.212569100533,Gluten,1.6,Lose Weight,2479.45508292064,454.5667652021173,123.972754146032,Intermediate
144,144,18,48.41655103342739,156.9737446658199,Female,19.64897100667878,1303.6655083808132,Gluten,1.6,Healthy Lifestyle,2085.8648134093014,286.80641184377896,78.2199305028488,Intermediate
145,145,49,58.20854699031419,154.56813381992507,Female,24.363901301848436,1252.5295125935631,Egg,1.9,Healthy Lifestyle,2379.80607392777,327.2233351650684,89.24272777229136,Advanced
146,146,32,45.52068325534405,163.51113521636577,Female,17.026057847442917,1236.5202549624678,Shellfish,1.2,Muscle Gain,1632.2067365504574,204.0258420688072,55.64341147331105,Advanced
147,147,52,77.35128878375045,157.36601315476244,Female,31.23529915374513,1425.2202761367944,Gluten,1.2,Lose Weight,1282.698248523115,235.16134556257109,64.13491242615574,Beginner
148,148,45,52.55450815133228,183.97856584077647,Male,15.526569718812455,1419.882883173285,Gluten,1.9,Muscle Gain,2967.555225832166,370.9444032290208,101.16665542609655,Beginner
149,149,24,95.79159362904156,154.39608374015592,Male,40.18415477687451,1976.3807857172776,Dairy,1.2,Lose Weight,1778.74270714555,326.10282964335084,88.93713535727748,Beginner
150,150,40,45.718731701156536,151.10076315082452,Female,20.02446207952941,1165.2642762818489,No Allergy,1.9,Healthy Lifestyle,2214.0021249355127,304.425292178633,83.02507968508172,Intermediate
151,151,47,49.4862342590248,180.29988167012084,Male,15.222764307027868,1349.769212503065,Peanuts,1.4,Muscle Gain,2078.6445872547206,259.8305734068401,70.86288365641092,Beginner
152,152,48,67.00570966683799,185.4190219677472,Male,19.48961406608933,1603.3673788298474,Gluten,1.4,Healthy Lifestyle,2244.7143303617863,308.64822042474566,84.17678738856698,Intermediate
153,153,47,51.86643073788567,142.69196025747166,Male,25.473425737724256,1201.176289871061,Shellfish,1.6,Lose Weight,1441.4115478452732,264.2587837716335,72.07057739226367,Advanced
